id_envio,id_cliente,origen,destino,hora_local,hora_utc,cantidad,estado,costo_horas,dias_viaje,escalas,cumple_plazo,plazo_dias,ruta,num_vuelos,motivo_fallo
000000031,0025303,SBBR,EBCI,2026-01-04 06:17,2026-01-04 09:17,3,OK,14.12,0.5882,0,True,2,SBBR > EBCI,1,
000000029,0030564,SBBR,OERK,2026-01-04 03:50,2026-01-04 06:50,3,OK,17.47,0.7278,0,True,2,SBBR > OERK,1,
000000033,0004354,SBBR,OJAI,2026-01-04 08:51,2026-01-04 11:51,3,OK,16.87,0.7028,0,True,2,SBBR > OJAI,1,
000000034,0030030,SBBR,OAKB,2026-01-04 10:07,2026-01-04 13:07,2,OK,17.48,0.7285,0,True,2,SBBR > OAKB,1,
000000032,0026346,SBBR,LDZA,2026-01-04 07:32,2026-01-04 10:32,3,OK,15.43,0.6431,2,True,2,SBBR > LATI > LKPR > LDZA,3,
000000035,0007021,SBBR,EKCH,2026-01-04 11:24,2026-01-04 14:24,1,OK,14.67,0.6111,0,True,2,SBBR > EKCH,1,
000000036,0014145,SBBR,UMMS,2026-01-05 01:20,2026-01-05 04:20,3,OK,15.22,0.6340,1,True,2,SBBR > EKCH > UMMS,2,
000000038,0022948,SBBR,SVMI,2026-01-05 03:54,2026-01-05 06:54,3,OK,6.57,0.2736,0,True,1,SBBR > SVMI,1,
000000039,0011425,SBBR,LDZA,2026-01-05 05:09,2026-01-05 08:09,3,OK,13.73,0.5722,1,True,2,SBBR > LKPR > LDZA,2,
000000040,0028602,SBBR,LBSF,2026-01-05 06:20,2026-01-05 09:20,3,OK,12.93,0.5389,0,True,2,SBBR > LBSF,1,
000000041,0019061,SBBR,SVMI,2026-01-05 07:34,2026-01-05 10:34,3,OK,7.12,0.2965,1,True,1,SBBR > SEQM > SVMI,2,
000000037,0002312,SBBR,OERK,2026-01-05 02:36,2026-01-05 05:36,3,OK,18.70,0.7792,0,True,2,SBBR > OERK,1,
000000042,0005110,SBBR,SVMI,2026-01-05 08:53,2026-01-05 11:53,3,OK,10.12,0.4215,1,True,1,SBBR > SGAS > SVMI,2,
000000043,0027851,SBBR,SKBO,2026-01-05 10:08,2026-01-05 13:08,2,OK,10.33,0.4306,0,True,1,SBBR > SKBO,1,
000000044,0029735,SBBR,LDZA,2026-01-05 11:22,2026-01-05 14:22,1,OK,14.67,0.6111,1,True,2,SBBR > EBCI > LDZA,2,
000000045,0026878,SBBR,SLLP,2026-01-06 00:48,2026-01-06 03:48,2,OK,8.70,0.3625,0,True,1,SBBR > SLLP,1,
000000046,0001620,SBBR,SUAA,2026-01-06 01:38,2026-01-06 04:38,2,OK,6.67,0.2778,0,True,1,SBBR > SUAA,1,
000000048,0032347,SBBR,OYSN,2026-01-06 03:05,2026-01-06 06:05,1,OK,13.97,0.5819,0,True,2,SBBR > OYSN,1,
000000049,0011960,SBBR,SUAA,2026-01-06 03:51,2026-01-06 06:51,1,OK,4.45,0.1854,0,True,1,SBBR > SUAA,1,
000000047,0028597,SBBR,OERK,2026-01-06 02:16,2026-01-06 05:16,1,OK,19.03,0.7931,0,True,2,SBBR > OERK,1,
000000050,0023605,SBBR,SKBO,2026-01-06 04:38,2026-01-06 07:38,1,OK,11.03,0.4597,2,True,1,SBBR > SUAA > SABE > SKBO,3,
000000051,0018015,SBBR,EHAM,2026-01-06 05:23,2026-01-06 08:23,1,OK,13.70,0.5708,2,True,2,SBBR > LKPR > EDDI > EHAM,3,
000000052,0010355,SBBR,EHAM,2026-01-06 06:07,2026-01-06 09:07,1,OK,15.00,0.6250,1,True,2,SBBR > LOWW > EHAM,2,
000000053,0002708,SBBR,OOMS,2026-01-06 06:48,2026-01-06 09:48,1,OK,19.02,0.7924,1,True,2,SBBR > LBSF > OOMS,2,
000000055,0019460,SBBR,LDZA,2026-01-06 08:19,2026-01-06 11:19,1,OK,14.92,0.6215,1,True,2,SBBR > LBSF > LDZA,2,
000000056,0025236,SBBR,SVMI,2026-01-06 09:08,2026-01-06 12:08,1,OK,9.87,0.4111,1,True,1,SBBR > SGAS > SVMI,2,
000000057,0020095,SBBR,LOWW,2026-01-06 09:47,2026-01-06 12:47,1,OK,15.58,0.6493,2,True,2,SBBR > EBCI > EDDI > LOWW,3,
000000054,0026176,SBBR,VIDP,2026-01-06 07:32,2026-01-06 10:32,1,OK,21.57,0.8986,2,True,2,SBBR > LATI > LKPR > VIDP,3,
000000059,0027156,SBBR,OJAI,2026-01-06 11:21,2026-01-06 14:21,1,OK,14.37,0.5986,0,True,2,SBBR > OJAI,1,
000000058,0014835,SBBR,OERK,2026-01-06 10:39,2026-01-06 13:39,1,OK,16.98,0.7076,0,True,2,SBBR > OERK,1,
000000061,0024987,SBBR,OPKC,2026-01-06 12:46,2026-01-06 15:46,1,OK,17.15,0.7146,1,True,2,SBBR > OJAI > OPKC,2,
000000062,0022321,SBBR,VIDP,2026-01-06 13:34,2026-01-06 16:34,1,OK,18.57,0.7736,0,True,2,SBBR > VIDP,1,
000000063,0013472,SBBR,SABE,2026-01-06 14:17,2026-01-06 17:17,1,OK,6.60,0.2750,1,True,1,SBBR > SGAS > SABE,2,
000000060,0031005,SBBR,OSDI,2026-01-06 12:06,2026-01-06 15:06,1,OK,16.22,0.6757,1,True,2,SBBR > OJAI > OSDI,2,
000000065,0027629,SBBR,LATI,2026-01-06 15:53,2026-01-06 18:53,1,OK,15.70,0.6542,0,True,2,SBBR > LATI,1,
000000066,0007447,SBBR,OSDI,2026-01-06 16:35,2026-01-06 19:35,1,OK,13.53,0.5639,0,True,2,SBBR > OSDI,1,
000000064,0018487,SBBR,LKPR,2026-01-06 15:08,2026-01-06 18:08,1,OK,15.17,0.6319,1,True,2,SBBR > LDZA > LKPR,2,
000000067,0007713,SBBR,LBSF,2026-01-07 00:43,2026-01-07 03:43,2,OK,15.83,0.6597,1,True,2,SBBR > EBCI > LBSF,2,
000000069,0032608,SBBR,LATI,2026-01-07 02:11,2026-01-07 05:11,1,OK,11.62,0.4840,0,True,2,SBBR > LATI,1,
000000070,0026663,SBBR,LKPR,2026-01-07 02:54,2026-01-07 05:54,1,OK,14.48,0.6035,0,True,2,SBBR > LKPR,1,
000000071,0010913,SBBR,SUAA,2026-01-07 03:44,2026-01-07 06:44,1,OK,4.57,0.1903,0,True,1,SBBR > SUAA,1,
000000072,0021296,SBBR,LKPR,2026-01-07 04:21,2026-01-07 07:21,1,OK,13.03,0.5431,0,True,2,SBBR > LKPR,1,
000000073,0022586,SBBR,SLLP,2026-01-07 05:01,2026-01-07 08:01,1,OK,4.48,0.1868,0,True,1,SBBR > SLLP,1,
000000068,0009388,SBBR,OAKB,2026-01-07 01:30,2026-01-07 04:30,2,OK,19.03,0.7931,1,True,2,SBBR > EBCI > OAKB,2,
000000074,0031145,SBBR,UBBB,2026-01-07 05:53,2026-01-07 08:53,1,OK,15.23,0.6347,1,True,2,SBBR > OSDI > UBBB,2,
000000076,0016983,SBBR,OERK,2026-01-07 07:18,2026-01-07 10:18,1,OK,14.00,0.5833,0,True,2,SBBR > OERK,1,
000000077,0030611,SBBR,LATI,2026-01-07 07:56,2026-01-07 10:56,1,OK,11.63,0.4847,0,True,2,SBBR > LATI,1,
000000078,0013222,SBBR,LOWW,2026-01-07 08:37,2026-01-07 11:37,1,OK,13.45,0.5604,1,True,2,SBBR > EBCI > LOWW,2,
000000075,0032371,SBBR,SVMI,2026-01-07 06:36,2026-01-07 09:36,1,OK,8.08,0.3368,1,True,1,SBBR > SEQM > SVMI,2,
000000080,0003113,SBBR,LKPR,2026-01-07 10:09,2026-01-07 13:09,1,OK,15.12,0.6299,1,True,2,SBBR > EBCI > LKPR,2,
000000081,0022873,SBBR,EBCI,2026-01-07 10:46,2026-01-07 13:46,1,OK,12.33,0.5139,0,True,2,SBBR > EBCI,1,
000000082,0002429,SBBR,SEQM,2026-01-07 11:34,2026-01-07 14:34,1,OK,5.42,0.2257,0,True,1,SBBR > SEQM,1,
000000084,0015255,SBBR,EDDI,2026-01-07 12:00,2026-01-07 15:00,1,OK,12.52,0.5215,1,True,2,SBBR > EBCI > EDDI,2,
000000079,0027523,SBBR,SVMI,2026-01-07 09:23,2026-01-07 12:23,1,OK,9.62,0.4007,1,True,1,SBBR > SGAS > SVMI,2,
000000085,0008318,SBBR,OERK,2026-01-07 13:43,2026-01-07 16:43,1,OK,13.92,0.5799,0,True,2,SBBR > OERK,1,
000000086,0015278,SBBR,OMDB,2026-01-07 14:21,2026-01-07 17:21,1,OK,17.38,0.7243,1,True,2,SBBR > OOMS > OMDB,2,
000000087,0015376,SBBR,SABE,2026-01-07 15:05,2026-01-07 18:05,1,OK,5.80,0.2417,1,True,1,SBBR > SGAS > SABE,2,
000000088,0018819,SBBR,OYSN,2026-01-07 15:52,2026-01-07 18:52,1,OK,13.32,0.5549,0,True,2,SBBR > OYSN,1,
000000083,0030559,SBBR,SVMI,2026-01-07 12:12,2026-01-07 15:12,1,OK,6.82,0.2840,0,True,1,SBBR > SVMI,1,
000000090,0031117,SBBR,SUAA,2026-01-08 01:16,2026-01-08 04:16,3,OK,7.03,0.2931,0,True,1,SBBR > SUAA,1,
000000089,0017408,SBBR,LBSF,2026-01-07 16:29,2026-01-07 19:29,1,OK,15.20,0.6333,1,True,2,SBBR > LDZA > LBSF,2,
000000092,0031644,SBBR,LKPR,2026-01-08 03:26,2026-01-08 06:26,3,OK,13.95,0.5813,0,True,2,SBBR > LKPR,1,
000000091,0000194,SBBR,UBBB,2026-01-08 02:25,2026-01-08 05:25,3,OK,17.83,0.7431,0,True,2,SBBR > UBBB,1,
000000094,0023427,SBBR,EHAM,2026-01-08 05:45,2026-01-08 08:45,2,OK,15.37,0.6403,1,True,2,SBBR > LOWW > EHAM,2,
000000093,0013379,SBBR,SCEL,2026-01-08 04:39,2026-01-08 07:39,3,OK,8.60,0.3583,1,True,1,SBBR > SLLP > SCEL,2,
000000095,0030552,SBBR,EBCI,2026-01-08 06:51,2026-01-08 09:51,2,OK,13.55,0.5646,0,True,2,SBBR > EBCI,1,
000000097,0028321,SBBR,OPKC,2026-01-08 09:10,2026-01-08 12:10,2,OK,18.57,0.7736,1,True,2,SBBR > OSDI > OPKC,2,
000000098,0025927,SBBR,EKCH,2026-01-08 10:17,2026-01-08 13:17,2,OK,15.78,0.6576,0,True,2,SBBR > EKCH,1,
000000099,0025229,SBBR,OJAI,2026-01-08 11:29,2026-01-08 14:29,2,OK,14.23,0.5931,0,True,2,SBBR > OJAI,1,
000000100,0012022,SBBR,LBSF,2026-01-08 12:28,2026-01-08 15:28,1,OK,17.90,0.7458,1,True,2,SBBR > UMMS > LBSF,2,
000000096,0009089,SBBR,VIDP,2026-01-08 07:05,2026-01-08 10:05,2,OK,22.02,0.9174,1,True,2,SBBR > LKPR > VIDP,2,
000000101,0019494,SBBR,LOWW,2026-01-09 00:43,2026-01-09 03:43,2,OK,15.25,0.6354,1,True,2,SBBR > LATI > LOWW,2,
000000103,0012000,SBBR,OJAI,2026-01-09 02:18,2026-01-09 05:18,1,OK,16.13,0.6722,0,True,2,SBBR > OJAI,1,
000000102,0031356,SBBR,UBBB,2026-01-09 01:32,2026-01-09 04:32,2,OK,16.75,0.6979,1,True,2,SBBR > LDZA > UBBB,2,
000000105,0023984,SBBR,SLLP,2026-01-09 03:38,2026-01-09 06:38,1,OK,5.87,0.2444,0,True,1,SBBR > SLLP,1,
000000106,0030451,SBBR,LATI,2026-01-09 04:23,2026-01-09 07:23,1,OK,15.18,0.6326,0,True,2,SBBR > LATI,1,
000000107,0005394,SBBR,SUAA,2026-01-09 05:09,2026-01-09 08:09,1,OK,3.15,0.1313,0,True,1,SBBR > SUAA,1,
000000104,0009892,SBBR,EBCI,2026-01-09 02:55,2026-01-09 05:55,1,OK,17.48,0.7285,0,True,2,SBBR > EBCI,1,
000000108,0003703,SBBR,OYSN,2026-01-09 05:48,2026-01-09 08:48,1,OK,19.42,0.8090,1,True,2,SBBR > LBSF > OYSN,2,
000000111,0010924,SBBR,OYSN,2026-01-09 07:01,2026-01-09 10:01,1,OK,18.20,0.7583,1,True,2,SBBR > LBSF > OYSN,2,
000000110,0002687,SBBR,UMMS,2026-01-09 07:18,2026-01-09 10:18,1,OK,15.42,0.6424,2,True,2,SBBR > LKPR > EDDI > UMMS,3,
000000112,0032115,SBBR,LDZA,2026-01-09 08:39,2026-01-09 11:39,1,OK,14.58,0.6076,1,True,2,SBBR > LBSF > LDZA,2,
000000113,0020381,SBBR,UMMS,2026-01-09 09:23,2026-01-09 12:23,1,OK,17.30,0.7208,2,True,2,SBBR > LBSF > LOWW > UMMS,3,
000000114,0031664,SBBR,UBBB,2026-01-09 10:09,2026-01-09 13:09,1,OK,18.88,0.7868,2,True,2,SBBR > EBCI > EDDI > UBBB,3,
000000115,0030566,SBBR,LDZA,2026-01-09 10:52,2026-01-09 13:52,1,OK,15.17,0.6319,1,True,2,SBBR > EBCI > LDZA,2,
000000116,0009534,SBBR,UBBB,2026-01-09 11:35,2026-01-09 14:35,1,OK,17.45,0.7271,2,True,2,SBBR > EBCI > EDDI > UBBB,3,
000000117,0020467,SBBR,SPIM,2026-01-09 12:17,2026-01-09 15:17,1,OK,5.43,0.2264,0,True,1,SBBR > SPIM,1,
000000118,0011635,SBBR,EBCI,2026-01-09 12:59,2026-01-09 15:59,1,OK,14.72,0.6132,1,True,2,SBBR > LKPR > EBCI,2,
000000119,0014343,SBBR,EDDI,2026-01-09 13:40,2026-01-09 16:40,1,OK,15.02,0.6257,1,True,2,SBBR > LKPR > EDDI,2,
000000120,0015844,SBBR,SKBO,2026-01-09 14:23,2026-01-09 17:23,1,OK,6.08,0.2535,0,True,1,SBBR > SKBO,1,
000000109,0028016,SBBR,VIDP,2026-01-09 06:35,2026-01-09 09:35,1,OK,22.52,0.9382,1,True,2,SBBR > LKPR > VIDP,2,
000000121,0018585,SBBR,EDDI,2026-01-09 15:11,2026-01-09 18:11,1,OK,15.27,0.6361,2,True,2,SBBR > LDZA > EBCI > EDDI,3,
000000123,0017522,SBBR,SUAA,2026-01-09 16:30,2026-01-09 19:30,1,OK,6.38,0.2660,0,True,1,SBBR > SUAA,1,
000000124,0016001,SBBR,LDZA,2026-01-10 00:47,2026-01-10 03:47,2,OK,13.03,0.5431,0,True,2,SBBR > LDZA,1,
000000122,0017456,SBBR,OERK,2026-01-09 15:54,2026-01-09 18:54,1,OK,17.62,0.7340,0,True,2,SBBR > OERK,1,
000000125,0009235,SBBR,SPIM,2026-01-10 01:33,2026-01-10 04:33,2,OK,9.43,0.3931,1,True,1,SBBR > SGAS > SPIM,2,
000000126,0027543,SBBR,SCEL,2026-01-10 02:11,2026-01-10 05:11,1,OK,11.07,0.4611,1,True,1,SBBR > SLLP > SCEL,2,
000000127,0027773,SBBR,LDZA,2026-01-10 02:55,2026-01-10 05:55,1,OK,15.97,0.6653,2,True,2,SBBR > EDDI > LKPR > LDZA,3,
000000130,0024007,SBBR,OJAI,2026-01-10 04:00,2026-01-10 07:00,1,OK,14.43,0.6014,0,True,2,SBBR > OJAI,1,
000000128,0005826,SBBR,SVMI,2026-01-10 03:34,2026-01-10 06:34,1,OK,6.90,0.2875,0,True,1,SBBR > SVMI,1,
000000129,0029220,SBBR,LOWW,2026-01-10 04:16,2026-01-10 07:16,1,OK,13.67,0.5694,0,True,2,SBBR > LOWW,1,
000000132,0032717,SBBR,OJAI,2026-01-10 06:26,2026-01-10 09:26,1,OK,12.88,0.5368,0,True,2,SBBR > OJAI,1,
000000131,0021372,SBBR,SKBO,2026-01-10 05:36,2026-01-10 08:36,1,OK,11.37,0.4736,1,True,1,SBBR > SVMI > SKBO,2,
000000134,0004397,SBBR,SEQM,2026-01-10 07:43,2026-01-10 10:43,1,OK,9.27,0.3861,0,True,1,SBBR > SEQM,1,
000000135,0021505,SBBR,LKPR,2026-01-10 08:25,2026-01-10 11:25,1,OK,15.20,0.6333,1,True,2,SBBR > LBSF > LKPR,2,
000000133,0025858,SBBR,EHAM,2026-01-10 07:09,2026-01-10 10:09,1,OK,14.57,0.6069,1,True,2,SBBR > LBSF > EHAM,2,
000000136,0001590,SBBR,OMDB,2026-01-10 09:12,2026-01-10 12:12,1,OK,15.52,0.6465,0,True,2,SBBR > OMDB,1,
000000138,0018432,SBBR,OOMS,2026-01-10 10:32,2026-01-10 13:32,1,OK,15.85,0.6604,0,True,2,SBBR > OOMS,1,
000000137,0031519,SBBR,OPKC,2026-01-10 09:54,2026-01-10 12:54,1,OK,20.02,0.8340,1,True,2,SBBR > OJAI > OPKC,2,
000000140,0028129,SBBR,LBSF,2026-01-10 11:54,2026-01-10 14:54,1,OK,15.68,0.6535,2,True,2,SBBR > EBCI > LKPR > LBSF,3,
000000141,0031889,SBBR,OAKB,2026-01-10 12:38,2026-01-10 15:38,1,OK,17.15,0.7146,1,True,2,SBBR > OJAI > OAKB,2,
000000139,0008678,SBBR,VIDP,2026-01-10 11:12,2026-01-10 14:12,1,OK,20.78,0.8660,2,True,2,SBBR > OJAI > OPKC > VIDP,3,
000000143,0013245,SBBR,SKBO,2026-01-10 14:06,2026-01-10 17:06,1,OK,6.37,0.2653,0,True,1,SBBR > SKBO,1,
000000144,0029708,SBBR,SKBO,2026-01-10 14:45,2026-01-10 17:45,1,OK,5.72,0.2382,0,True,1,SBBR > SKBO,1,
000000142,0015140,SBBR,OPKC,2026-01-10 13:23,2026-01-10 16:23,1,OK,20.50,0.8542,1,True,2,SBBR > OERK > OPKC,2,
000000145,0005072,SBBR,EHAM,2026-01-10 15:29,2026-01-10 18:29,1,OK,17.85,0.7438,1,True,2,SBBR > SKBO > EHAM,2,
000000147,0021042,SBBR,SLLP,2026-01-10 16:53,2026-01-10 19:53,1,OK,4.47,0.1861,0,True,1,SBBR > SLLP,1,
000000148,0029043,SBBR,SLLP,2026-01-11 00:49,2026-01-11 03:49,2,OK,8.68,0.3618,0,True,1,SBBR > SLLP,1,
000000149,0004871,SBBR,OOMS,2026-01-11 01:32,2026-01-11 04:32,2,OK,17.90,0.7458,0,True,2,SBBR > OOMS,1,
000000146,0020052,SBBR,LBSF,2026-01-10 16:09,2026-01-10 19:09,1,OK,15.53,0.6472,1,True,2,SBBR > LDZA > LBSF,2,
000000150,0003860,SBBR,SABE,2026-01-11 02:14,2026-01-11 05:14,1,OK,3.77,0.1569,0,True,1,SBBR > SABE,1,
000000151,0010018,SBBR,SLLP,2026-01-11 02:54,2026-01-11 05:54,1,OK,6.60,0.2750,0,True,1,SBBR > SLLP,1,
000000152,0018465,SBBR,OAKB,2026-01-11 03:34,2026-01-11 06:34,1,OK,18.22,0.7590,0,True,2,SBBR > OAKB,1,
000000154,0003248,SBBR,UBBB,2026-01-11 04:59,2026-01-11 07:59,1,OK,15.27,0.6361,0,True,2,SBBR > UBBB,1,
000000155,0017037,SBBR,EDDI,2026-01-11 05:45,2026-01-11 08:45,1,OK,14.53,0.6056,1,True,2,SBBR > LKPR > EDDI,2,
000000156,0000118,SBBR,SPIM,2026-01-11 06:27,2026-01-11 09:27,1,OK,4.73,0.1972,0,True,1,SBBR > SPIM,1,
000000153,0009519,SBBR,SKBO,2026-01-11 04:14,2026-01-11 07:14,1,OK,11.43,0.4764,2,True,1,SBBR > SUAA > SABE > SKBO,3,
000000158,0031290,SBBR,LKPR,2026-01-11 07:42,2026-01-11 10:42,1,OK,13.73,0.5722,1,True,2,SBBR > LATI > LKPR,2,
000000157,0028724,SBBR,OJAI,2026-01-11 07:08,2026-01-11 10:08,1,OK,15.65,0.6521,1,True,2,SBBR > LATI > OJAI,2,
000000159,0027113,SBBR,OMDB,2026-01-11 08:26,2026-01-11 11:26,1,OK,16.28,0.6785,0,True,2,SBBR > OMDB,1,
000000160,0023352,SBBR,OMDB,2026-01-11 09:13,2026-01-11 12:13,1,OK,15.50,0.6458,0,True,2,SBBR > OMDB,1,
000000162,0003029,SBBR,OERK,2026-01-11 10:37,2026-01-11 13:37,1,OK,17.02,0.7090,0,True,2,SBBR > OERK,1,
000000161,0027412,SBBR,SLLP,2026-01-11 09:51,2026-01-11 12:51,1,OK,7.43,0.3097,1,True,1,SBBR > SGAS > SLLP,2,
000000164,0007463,SBBR,SEQM,2026-01-11 11:00,2026-01-11 14:00,1,OK,5.98,0.2493,0,True,1,SBBR > SEQM,1,
000000163,0000213,SBBR,LBSF,2026-01-11 11:16,2026-01-11 14:16,1,OK,16.32,0.6799,2,True,2,SBBR > EBCI > LKPR > LBSF,3,
000000165,0009323,SBBR,LBSF,2026-01-11 12:40,2026-01-11 15:40,1,OK,17.70,0.7375,1,True,2,SBBR > UMMS > LBSF,2,
000000167,0014859,SBBR,SGAS,2026-01-11 14:04,2026-01-11 17:04,1,OK,3.17,0.1319,0,True,1,SBBR > SGAS,1,
000000166,0010052,SBBR,LBSF,2026-01-11 13:23,2026-01-11 16:23,1,OK,16.98,0.7076,1,True,2,SBBR > UMMS > LBSF,2,
000000169,0004026,SBBR,LKPR,2026-01-11 15:31,2026-01-11 18:31,1,OK,14.78,0.6160,1,True,2,SBBR > LDZA > LKPR,2,
000000170,0019686,SBBR,OOMS,2026-01-11 16:10,2026-01-11 19:10,1,OK,18.15,0.7562,1,True,2,SBBR > OSDI > OOMS,2,
000000171,0021703,SBBR,SLLP,2026-01-11 16:54,2026-01-11 19:54,1,OK,4.45,0.1854,0,True,1,SBBR > SLLP,1,
000000172,0028608,SBBR,LDZA,2026-01-12 00:50,2026-01-12 03:50,2,OK,12.98,0.5410,0,True,2,SBBR > LDZA,1,
000000168,0002647,SBBR,LATI,2026-01-11 14:45,2026-01-11 17:45,1,OK,16.83,0.7014,0,True,2,SBBR > LATI,1,
000000174,0001810,SBBR,EDDI,2026-01-12 02:15,2026-01-12 05:15,1,OK,13.85,0.5771,0,True,2,SBBR > EDDI,1,
000000173,0024494,SBBR,OJAI,2026-01-12 01:28,2026-01-12 04:28,2,OK,15.63,0.6514,1,True,2,SBBR > LDZA > OJAI,2,
000000176,0009724,SBBR,OERK,2026-01-12 03:32,2026-01-12 06:32,1,OK,17.77,0.7403,0,True,2,SBBR > OERK,1,
000000175,0002492,SBBR,OAKB,2026-01-12 02:54,2026-01-12 05:54,1,OK,18.88,0.7868,0,True,2,SBBR > OAKB,1,
000000177,0001103,SBBR,LKPR,2026-01-12 04:15,2026-01-12 07:15,1,OK,13.13,0.5472,0,True,2,SBBR > LKPR,1,
000000179,0025551,SBBR,LBSF,2026-01-12 05:43,2026-01-12 08:43,1,OK,13.55,0.5646,0,True,2,SBBR > LBSF,1,
000000178,0023966,SBBR,SCEL,2026-01-12 04:56,2026-01-12 07:56,1,OK,8.32,0.3465,1,True,1,SBBR > SLLP > SCEL,2,
000000181,0010411,SBBR,SLLP,2026-01-12 07:04,2026-01-12 10:04,1,OK,5.63,0.2347,1,True,1,SBBR > SPIM > SLLP,2,
000000182,0021472,SBBR,LKPR,2026-01-12 07:45,2026-01-12 10:45,1,OK,13.68,0.5701,1,True,2,SBBR > LATI > LKPR,2,
000000183,0016113,SBBR,SEQM,2026-01-12 08:26,2026-01-12 11:26,1,OK,8.55,0.3563,0,True,1,SBBR > SEQM,1,
000000180,0021485,SBBR,LDZA,2026-01-12 06:25,2026-01-12 09:25,1,OK,16.55,0.6896,2,True,2,SBBR > LATI > LKPR > LDZA,3,
