id_envio,id_cliente,origen,destino,hora_local,hora_utc,cantidad,estado,costo_horas,dias_viaje,escalas,cumple_plazo,plazo_dias,ruta,num_vuelos,motivo_fallo
000000584,0023747,SEQM,OERK,2026-01-31 06:13,2026-01-31 11:13,1,OK,21.27,0.8860,1,true,2,"SEQM > OJAI > OERK",2,
000000585,0028533,SEQM,EHAM,2026-01-31 06:56,2026-01-31 11:56,1,OK,12.50,0.5208,0,true,2,"SEQM > EHAM",1,
000000586,0021322,SEQM,VIDP,2026-01-31 07:24,2026-01-31 12:24,1,OK,23.78,0.9910,0,true,2,"SEQM > VIDP",1,
000000587,0003658,SEQM,SABE,2026-01-31 08:10,2026-01-31 13:10,1,OK,9.98,0.4160,0,true,1,"SEQM > SABE",1,
000000588,0000620,SEQM,LBSF,2026-01-31 08:40,2026-01-31 13:40,1,OK,17.54,0.7308,1,true,2,"SEQM > LATI > LBSF",2,
000000589,0008175,SEQM,LDZA,2026-01-31 09:18,2026-01-31 14:18,1,OK,15.32,0.6382,0,true,2,"SEQM > LDZA",1,
000000590,0031921,SEQM,OYSN,2026-01-31 09:57,2026-01-31 14:57,1,OK,19.27,0.8028,0,true,2,"SEQM > OYSN",1,
000000591,0020965,SEQM,LKPR,2026-01-31 10:35,2026-01-31 15:35,1,OK,15.20,0.6334,1,true,2,"SEQM > EDDI > LKPR",2,
000000592,0007442,SEQM,SPIM,2026-01-31 11:08,2026-01-31 16:08,1,OK,2.08,0.0868,0,true,1,"SEQM > SPIM",1,
000000593,0029711,SEQM,OMDB,2026-01-31 11:51,2026-01-31 16:51,1,OK,22.08,0.9201,1,true,2,"SEQM > OYSN > OMDB",2,
000000595,0009936,SEQM,VIDP,2026-01-31 12:03,2026-01-31 17:03,1,OK,23.97,0.9986,0,true,2,"SEQM > VIDP",1,
000000594,0028794,SEQM,SUAA,2026-01-31 12:28,2026-01-31 17:28,1,OK,6.25,0.2604,0,true,1,"SEQM > SUAA",1,
000000596,0004370,SEQM,SKBO,2026-01-31 13:35,2026-01-31 18:35,1,OK,7.12,0.2965,0,true,1,"SEQM > SKBO",1,
000000597,0017546,SEQM,EBCI,2026-01-31 14:16,2026-01-31 19:16,1,OK,17.11,0.7129,1,true,2,"SEQM > LKPR > EBCI",2,
000000598,0027215,SEQM,EDDI,2026-01-31 14:51,2026-01-31 19:51,1,OK,12.88,0.5368,0,true,2,"SEQM > EDDI",1,
000000599,0006741,SEQM,OERK,2026-01-31 15:25,2026-01-31 20:25,1,OK,21.17,0.8819,1,true,2,"SEQM > OJAI > OERK",2,
000000600,0028164,SEQM,SABE,2026-01-31 16:09,2026-01-31 21:09,1,OK,9.57,0.3986,0,true,1,"SEQM > SABE",1,
000000601,0012811,SEQM,VIDP,2026-01-31 16:46,2026-01-31 21:46,1,OK,26.37,1.0986,0,true,2,"SEQM > VIDP",1,
000000602,0025056,SEQM,SUAA,2026-01-31 17:18,2026-01-31 22:18,1,OK,9.45,0.3939,1,true,1,"SEQM > SGAS > SUAA",2,
000000603,0030672,SEQM,LKPR,2026-02-01 00:41,2026-02-01 05:41,2,OK,14.67,0.6111,0,true,2,"SEQM > LKPR",1,
000000604,0007717,SEQM,LBSF,2026-02-01 01:05,2026-02-01 06:05,2,OK,16.95,0.7063,1,true,2,"SEQM > LKPR > LBSF",2,
000000605,0016165,SEQM,EBCI,2026-02-01 01:43,2026-02-01 06:43,1,OK,18.51,0.7713,2,true,2,"SEQM > EDDI > EHAM > EBCI",3,
000000606,0028384,SEQM,SVMI,2026-02-01 02:16,2026-02-01 07:16,1,OK,3.70,0.1542,0,true,1,"SEQM > SVMI",1,
000000607,0002701,SEQM,SKBO,2026-02-01 02:44,2026-02-01 07:44,1,OK,2.53,0.1056,0,true,1,"SEQM > SKBO",1,
000000608,0013331,SEQM,SLLP,2026-02-01 03:17,2026-02-01 08:17,1,OK,10.87,0.4528,0,true,1,"SEQM > SLLP",1,
000000609,0026059,SEQM,OJAI,2026-02-01 03:47,2026-02-01 08:47,1,OK,19.00,0.7919,1,true,2,"SEQM > LATI > OJAI",2,
000000610,0022241,SEQM,OYSN,2026-02-01 04:19,2026-02-01 09:19,1,OK,20.53,0.8556,0,true,2,"SEQM > OYSN",1,
000000611,0023138,SEQM,OYSN,2026-02-01 04:48,2026-02-01 09:48,1,OK,20.05,0.8354,0,true,2,"SEQM > OYSN",1,
000000613,0004074,SEQM,SABE,2026-02-01 05:01,2026-02-01 10:01,1,OK,7.50,0.3125,0,true,1,"SEQM > SABE",1,
000000612,0021790,SEQM,EDDI,2026-02-01 05:21,2026-02-01 10:21,1,OK,16.78,0.6994,1,true,2,"SEQM > EHAM > EDDI",2,
000000614,0015118,SEQM,EBCI,2026-02-01 06:28,2026-02-01 11:28,1,OK,15.17,0.6319,0,true,2,"SEQM > EBCI",1,
000000615,0018380,SEQM,UBBB,2026-02-01 06:57,2026-02-01 11:57,1,OK,17.72,0.7382,0,true,2,"SEQM > UBBB",1,
000000616,0019750,SEQM,OPKC,2026-02-01 07:33,2026-02-01 12:33,1,OK,22.46,0.9360,1,true,2,"SEQM > OAKB > OPKC",2,
000000617,0009662,SEQM,EBCI,2026-02-01 08:09,2026-02-01 13:09,1,OK,13.48,0.5618,0,true,2,"SEQM > EBCI",1,
000000618,0017271,SEQM,OOMS,2026-02-01 08:37,2026-02-01 13:37,1,OK,21.36,0.8902,1,true,2,"SEQM > OJAI > OOMS",2,
000000619,0016111,SEQM,SABE,2026-02-01 09:10,2026-02-01 14:10,1,OK,8.98,0.3743,0,true,1,"SEQM > SABE",1,
000000620,0024981,SEQM,OPKC,2026-02-01 09:42,2026-02-01 14:42,1,OK,23.82,0.9924,0,true,2,"SEQM > OPKC",1,
000000621,0018071,SEQM,SVMI,2026-02-01 10:12,2026-02-01 15:12,1,OK,2.48,0.1035,0,true,1,"SEQM > SVMI",1,
000000622,0014405,SEQM,OYSN,2026-02-01 10:43,2026-02-01 15:43,1,OK,18.50,0.7708,0,true,2,"SEQM > OYSN",1,
000000623,0031593,SEQM,SLLP,2026-02-01 11:19,2026-02-01 16:19,1,OK,2.83,0.1181,0,true,1,"SEQM > SLLP",1,
000000624,0017278,SEQM,LDZA,2026-02-01 11:52,2026-02-01 16:52,1,OK,15.47,0.6444,0,true,2,"SEQM > LDZA",1,
000000625,0032244,SEQM,UBBB,2026-02-01 12:22,2026-02-01 17:22,1,OK,18.07,0.7528,0,true,2,"SEQM > UBBB",1,
000000626,0010446,SEQM,LOWW,2026-02-01 12:54,2026-02-01 17:54,1,OK,17.05,0.7104,1,true,2,"SEQM > EHAM > LOWW",2,
000000627,0019407,SEQM,SGAS,2026-02-01 13:28,2026-02-01 18:28,1,OK,9.33,0.3889,0,true,1,"SEQM > SGAS",1,
000000628,0004288,SEQM,LOWW,2026-02-01 13:53,2026-02-01 18:53,1,OK,16.07,0.6694,1,true,2,"SEQM > EHAM > LOWW",2,
000000630,0000484,SEQM,LKPR,2026-02-01 14:04,2026-02-01 19:04,1,OK,14.79,0.6163,1,true,2,"SEQM > LDZA > LKPR",2,
000000629,0010518,SEQM,SBBR,2026-02-01 14:27,2026-02-01 19:27,1,OK,11.35,0.4729,0,true,1,"SEQM > SBBR",1,
000000631,0030472,SEQM,SBBR,2026-02-01 15:28,2026-02-01 20:28,1,OK,10.33,0.4306,0,true,1,"SEQM > SBBR",1,
000000632,0024745,SEQM,OYSN,2026-02-01 16:08,2026-02-01 21:08,1,OK,18.75,0.7813,0,true,2,"SEQM > OYSN",1,
000000633,0005271,SEQM,EHAM,2026-02-01 16:34,2026-02-01 21:34,1,OK,17.25,0.7188,0,true,2,"SEQM > EHAM",1,
000000634,0032351,SEQM,OMDB,2026-02-01 17:10,2026-02-01 22:10,1,OK,23.46,0.9776,1,true,2,"SEQM > OSDI > OMDB",2,
000000635,0012715,SEQM,SGAS,2026-02-01 17:37,2026-02-01 22:37,1,OK,5.18,0.2160,0,true,1,"SEQM > SGAS",1,
000000636,0019449,SEQM,EKCH,2026-02-01 18:11,2026-02-01 23:11,1,OK,18.06,0.7524,2,true,2,"SEQM > LDZA > EDDI > EKCH",3,
000000637,0002308,SEQM,SCEL,2026-02-01 18:40,2026-02-01 23:40,1,OK,8.53,0.3556,0,true,1,"SEQM > SCEL",1,
000000638,0002731,SEQM,EBCI,2026-02-02 00:51,2026-02-02 05:51,2,OK,19.38,0.8074,2,true,2,"SEQM > EDDI > EHAM > EBCI",3,
000000639,0001784,SEQM,SLLP,2026-02-02 01:37,2026-02-02 06:37,2,OK,12.53,0.5222,0,true,1,"SEQM > SLLP",1,
000000640,0009406,SEQM,UBBB,2026-02-02 02:26,2026-02-02 07:26,2,OK,19.32,0.8049,0,true,2,"SEQM > UBBB",1,
000000641,0028553,SEQM,VIDP,2026-02-02 03:07,2026-02-02 08:07,2,OK,27.31,1.1378,1,true,2,"SEQM > OOMS > VIDP",2,
000000642,0012598,SEQM,OERK,2026-02-02 03:57,2026-02-02 08:57,2,OK,23.53,0.9805,1,true,2,"SEQM > OJAI > OERK",2,
000000643,0029521,SEQM,UBBB,2026-02-02 04:43,2026-02-02 09:43,2,OK,17.03,0.7097,0,true,2,"SEQM > UBBB",1,
000000644,0011246,SEQM,OOMS,2026-02-02 05:22,2026-02-02 10:22,2,OK,19.33,0.8056,0,true,2,"SEQM > OOMS",1,
000000646,0001709,SEQM,EKCH,2026-02-02 06:03,2026-02-02 11:03,2,OK,15.57,0.6488,1,true,2,"SEQM > EHAM > EKCH",2,
000000645,0014180,SEQM,UMMS,2026-02-02 06:13,2026-02-02 11:13,2,OK,16.67,0.6944,0,true,2,"SEQM > UMMS",1,
000000647,0032247,SEQM,SABE,2026-02-02 07:46,2026-02-02 12:46,2,OK,10.38,0.4326,0,true,1,"SEQM > SABE",1,
000000648,0000865,SEQM,UMMS,2026-02-02 08:29,2026-02-02 13:29,2,OK,14.40,0.6000,0,true,2,"SEQM > UMMS",1,
000000650,0029087,SEQM,EDDI,2026-02-02 09:00,2026-02-02 14:00,2,OK,14.25,0.5937,1,true,2,"SEQM > EBCI > EDDI",2,
000000649,0027792,SEQM,SPIM,2026-02-02 09:17,2026-02-02 14:17,2,OK,3.93,0.1639,0,true,1,"SEQM > SPIM",1,
000000651,0013808,SEQM,SABE,2026-02-02 10:47,2026-02-02 15:47,2,OK,7.37,0.3069,0,true,1,"SEQM > SABE",1,
000000652,0013219,SEQM,VIDP,2026-02-02 11:32,2026-02-02 16:32,2,OK,24.48,1.0201,0,true,2,"SEQM > VIDP",1,
000000653,0013769,SEQM,LOWW,2026-02-02 12:20,2026-02-02 17:20,2,OK,17.62,0.7340,1,true,2,"SEQM > EHAM > LOWW",2,
000000654,0011842,SEQM,OPKC,2026-02-02 13:04,2026-02-02 18:04,1,OK,20.45,0.8521,0,true,2,"SEQM > OPKC",1,
000000655,0024738,SEQM,SGAS,2026-02-02 13:52,2026-02-02 18:52,1,OK,8.93,0.3722,0,true,1,"SEQM > SGAS",1,
000000656,0025736,SEQM,LATI,2026-02-02 14:40,2026-02-02 19:40,1,OK,18.67,0.7780,1,true,2,"SEQM > LKPR > LATI",2,
000000657,0021626,SEQM,SLLP,2026-02-02 15:23,2026-02-02 20:23,1,OK,5.25,0.2188,0,true,1,"SEQM > SLLP",1,
000000658,0019199,SEQM,LKPR,2026-02-02 16:07,2026-02-02 21:07,1,OK,13.20,0.5500,0,true,2,"SEQM > LKPR",1,
000000557,0006763,SVMI,SUAA,2026-01-31 01:09,2026-01-31 05:09,3,OK,8.28,0.3451,0,true,1,"SVMI > SUAA",1,
000000558,0021660,SVMI,OOMS,2026-01-31 02:05,2026-01-31 06:05,3,OK,22.78,0.9492,2,true,2,"SVMI > OJAI > OSDI > OOMS",3,
000000559,0029615,SVMI,SGAS,2026-01-31 03:00,2026-01-31 07:00,3,OK,6.15,0.2563,0,true,1,"SVMI > SGAS",1,
000000560,0030368,SVMI,OYSN,2026-01-31 04:01,2026-01-31 08:01,3,OK,21.87,0.9111,0,true,2,"SVMI > OYSN",1,
000000561,0003672,SVMI,EKCH,2026-01-31 05:01,2026-01-31 09:01,3,OK,16.30,0.6792,0,true,2,"SVMI > EKCH",1,
000000562,0030239,SVMI,OYSN,2026-01-31 06:02,2026-01-31 10:02,3,OK,19.85,0.8271,0,true,2,"SVMI > OYSN",1,
000000563,0005100,SVMI,OPKC,2026-01-31 07:00,2026-01-31 11:00,3,OK,21.65,0.9021,0,true,2,"SVMI > OPKC",1,
000000564,0021082,SVMI,OYSN,2026-01-31 08:00,2026-01-31 12:00,3,OK,17.88,0.7451,0,true,2,"SVMI > OYSN",1,
000000565,0017635,SVMI,UBBB,2026-01-31 09:09,2026-01-31 13:09,3,OK,17.80,0.7417,0,true,2,"SVMI > UBBB",1,
000000566,0026686,SVMI,OERK,2026-01-31 10:09,2026-01-31 14:09,3,OK,18.33,0.7638,1,true,2,"SVMI > OJAI > OERK",2,
000000567,0011437,SVMI,OJAI,2026-01-31 11:09,2026-01-31 15:09,2,OK,13.78,0.5743,0,true,2,"SVMI > OJAI",1,
000000568,0007899,SVMI,LKPR,2026-01-31 12:08,2026-01-31 16:08,2,OK,11.35,0.4729,0,true,2,"SVMI > LKPR",1,
000000569,0019326,SVMI,VIDP,2026-01-31 13:03,2026-01-31 17:03,2,OK,22.55,0.9396,0,true,2,"SVMI > VIDP",1,
000000570,0022360,SVMI,LDZA,2026-01-31 14:00,2026-01-31 18:00,1,OK,12.00,0.5000,0,true,2,"SVMI > LDZA",1,
000000571,0024453,SVMI,OERK,2026-02-01 01:20,2026-02-01 05:20,6,OK,14.97,0.6236,0,true,2,"SVMI > OERK",1,
000000572,0005807,SVMI,EBCI,2026-02-01 02:45,2026-02-01 06:45,5,OK,18.48,0.7699,2,true,2,"SVMI > EDDI > EHAM > EBCI",3,
000000573,0026094,SVMI,OMDB,2026-02-01 04:09,2026-02-01 08:09,5,OK,22.17,0.9236,0,true,2,"SVMI > OMDB",1,
000000574,0019964,SVMI,SEQM,2026-02-01 05:22,2026-02-01 09:22,5,OK,10.05,0.4188,0,true,1,"SVMI > SEQM",1,
000000575,0012549,SVMI,LOWW,2026-02-01 06:47,2026-02-01 10:47,5,OK,12.23,0.5097,0,true,2,"SVMI > LOWW",1,
000000576,0023573,SVMI,OERK,2026-02-01 08:05,2026-02-01 12:05,5,OK,15.13,0.6306,0,true,2,"SVMI > OERK",1,
000000577,0024578,SVMI,OAKB,2026-02-01 09:29,2026-02-01 13:29,5,OK,19.00,0.7917,0,true,2,"SVMI > OAKB",1,
000000578,0031427,SVMI,EHAM,2026-02-01 10:44,2026-02-01 14:44,1,OK,11.27,0.4694,0,true,2,"SVMI > EHAM",1,
000000579,0000412,SVMI,OSDI,2026-02-02 00:47,2026-02-02 04:47,2,OK,14.12,0.5882,0,true,2,"SVMI > OSDI",1,
000000580,0026625,SVMI,EHAM,2026-02-02 01:20,2026-02-02 05:20,2,OK,17.40,0.7251,1,true,2,"SVMI > EDDI > EHAM",2,
000000581,0014509,SVMI,SUAA,2026-02-02 02:04,2026-02-02 06:04,2,OK,7.37,0.3069,0,true,1,"SVMI > SUAA",1,
000000582,0000923,SVMI,SKBO,2026-02-02 02:44,2026-02-02 06:44,2,OK,5.20,0.2167,0,true,1,"SVMI > SKBO",1,
000000583,0023167,SVMI,UBBB,2026-02-02 03:29,2026-02-02 07:29,2,OK,19.58,0.8160,0,true,2,"SVMI > UBBB",1,
000000584,0007535,SVMI,OSDI,2026-02-02 04:06,2026-02-02 08:06,2,OK,20.02,0.8342,1,true,2,"SVMI > EDDI > OSDI",2,
000000585,0025224,SVMI,UMMS,2026-02-02 04:42,2026-02-02 08:42,2,OK,14.38,0.5993,0,true,2,"SVMI > UMMS",1,
000000586,0012132,SVMI,EKCH,2026-02-02 05:27,2026-02-02 09:27,2,OK,15.87,0.6611,0,true,2,"SVMI > EKCH",1,
000000587,0015673,SVMI,OAKB,2026-02-02 06:02,2026-02-02 10:02,2,OK,22.45,0.9354,0,true,2,"SVMI > OAKB",1,
000000588,0020093,SVMI,LDZA,2026-02-02 06:44,2026-02-02 10:44,2,OK,13.06,0.5443,1,true,2,"SVMI > LOWW > LDZA",2,
000000589,0010263,SVMI,SPIM,2026-02-02 07:25,2026-02-02 11:25,2,OK,6.93,0.2889,0,true,1,"SVMI > SPIM",1,
000000590,0032338,SVMI,LOWW,2026-02-02 08:02,2026-02-02 12:02,1,OK,10.98,0.4576,0,true,2,"SVMI > LOWW",1,
000000591,0025851,SVMI,OYSN,2026-02-02 08:48,2026-02-02 12:48,1,OK,17.08,0.7118,0,true,2,"SVMI > OYSN",1,
000000592,0015472,SVMI,OPKC,2026-02-02 09:28,2026-02-02 13:28,1,OK,19.18,0.7993,0,true,2,"SVMI > OPKC",1,
000000593,0013567,SVMI,LKPR,2026-02-02 10:02,2026-02-02 14:02,1,OK,13.45,0.5604,0,true,2,"SVMI > LKPR",1,
000000594,0004643,SVMI,VIDP,2026-02-02 10:41,2026-02-02 14:41,1,OK,18.75,0.7813,0,true,2,"SVMI > VIDP",1,
000000595,0004957,SVMI,OMDB,2026-02-02 11:22,2026-02-02 15:22,1,OK,16.60,0.6917,0,true,2,"SVMI > OMDB",1,
000000596,0010673,SVMI,OAKB,2026-02-02 12:01,2026-02-02 16:01,1,OK,19.88,0.8282,1,true,2,"SVMI > UBBB > OAKB",2,
000000597,0009679,SVMI,SCEL,2026-02-02 12:48,2026-02-02 16:48,1,OK,7.62,0.3174,0,true,1,"SVMI > SCEL",1,
000000598,0006082,SVMI,LKPR,2026-02-02 13:23,2026-02-02 17:23,1,OK,13.90,0.5793,1,true,2,"SVMI > LATI > LKPR",2,
